test,expected,result
iriw_TB_03_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
iriw_TB_03_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
iriw_TB_03_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_3_FENCE.als,?,INSTANCE
iriw_TB_03_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
iriw_TB_03_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
iriw_TB_03_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_3_FENCE.als,?,INSTANCE
iriw_TB_03_1_2_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
iriw_TB_03_1_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
iriw_TB_03_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_3_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_3_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
iriw_TB_03_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_3_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_3_FENCE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
iriw_TB_03_12_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_1_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_2_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_1_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_2_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_1_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_2_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,UNSAT
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_1_FENCE.als,?,UNSAT
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_2_FENCE.als,?,UNSAT
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
isa2_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_1_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_2_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_1_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_2_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
isa2_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_1_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_2_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,UNSAT
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_1_FENCE.als,?,UNSAT
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_2_FENCE.als,?,UNSAT
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
isa2_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_1_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_2_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_1_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_2_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
isa2_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_1_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_2_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,UNSAT
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_1_FENCE.als,?,UNSAT
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_2_FENCE.als,?,UNSAT
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
isa2_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_1_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_2_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_1_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_2_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
isa2_TB_012_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_1_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_2_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_1_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_2_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_0_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_2_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,UNSAT
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
isa2_TB_012_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
